ID_Vehiculo,Marca,Linea,Modelo,Kilometraje,Estado_Vehiculo,Costo_Adquisicion_COP,Valor_Fasecolda_COP,Dias_en_Inventario,Canal_Asignado,Precio_Reserva_COP,Precio_Final_Venta_COP,Estado_Subasta,ID_Comprador,Tipo_Comprador
SIM-1335,Renault,Duster,2023,71760,Excelente,63700000.0,79700000.0,60,Venta Directa Flotas,67800000.0,0.0,No Adjudicado,N/A,N/A
SIM-1336,Kia,Sportage,2020,84450,Excelente,72000000.0,98900000.0,30,Subasta Virtual,79400000.0,0.0,No Adjudicado,N/A,N/A
SIM-1337,Chevrolet,Onix,2019,122186,Excelente,46600000.0,53700000.0,15,Venta Directa Flotas,49400000.0,55300000.0,Vendido,CLI-106,Persona Natural
SIM-1338,Nissan,Versa,2020,103019,Bueno,44000000.0,54000000.0,150,Subasta Virtual,48000000.0,57500000.0,Vendido,CLI-147,Empresa Flotilla
SIM-1339,Toyota,Corolla,2018,119065,Excelente,55700000.0,74600000.0,30,Subasta Virtual,57300000.0,56800000.0,Vendido,CLI-147,Persona Natural
SIM-1340,Toyota,Hilux,2019,128820,Bueno,110400000.0,151600000.0,30,Subasta Virtual,118500000.0,132400000.0,Vendido,CLI-137,Persona Natural
SIM-1341,Renault,Kwid,2021,86501,Excelente,35100000.0,45200000.0,15,Concesionario Aliado,37900000.0,44400000.0,Vendido,CLI-143,Empresa Flotilla
SIM-1342,Renault,Kwid,2023,44969,Excelente,39100000.0,50900000.0,30,Venta Directa Flotas,43100000.0,50800000.0,Vendido,CLI-118,Dealer / Reventa
SIM-1343,Toyota,Hilux,2022,62073,Siniestro Parcial,149100000.0,180200000.0,15,Subasta Virtual,166800000.0,0.0,No Adjudicado,N/A,N/A
SIM-1344,Renault,Duster,2021,90399,Bueno,58500000.0,76400000.0,45,Subasta Virtual,61600000.0,72900000.0,Vendido,CLI-146,Dealer / Reventa
SIM-1345,Nissan,Versa,2020,119048,Excelente,40300000.0,54800000.0,45,Subasta Virtual,43100000.0,49000000.0,Vendido,CLI-153,Persona Natural
SIM-1346,Chevrolet,Tracker,2021,78709,Siniestro Parcial,56400000.0,77300000.0,15,Subasta Virtual,58400000.0,0.0,Retirado,N/A,N/A
SIM-1347,Chevrolet,Onix,2022,62347,Excelente,47300000.0,60000000.0,60,Venta Directa Flotas,49300000.0,57200000.0,Vendido,CLI-142,Dealer / Reventa
SIM-1348,Mazda,Mazda 3,2019,88094,Bueno,60900000.0,71200000.0,60,Subasta Virtual,67800000.0,74000000.0,Vendido,CLI-109,Empresa Flotilla
SIM-1349,Kia,Picanto,2020,105259,Excelente,30800000.0,37500000.0,45,Subasta Virtual,33500000.0,0.0,No Adjudicado,N/A,N/A
SIM-1350,Hyundai,Tucson,2021,83578,Regular,65600000.0,90600000.0,45,Subasta Virtual,72200000.0,0.0,No Adjudicado,N/A,N/A
